Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1990,50.16,26.19,12.86,85.87,154.04,110.84,44.83,36.15,53.34
1991,51.2,31.29,9.25,105.48,171.77,121.82,40.41,48.78,50.82
1992,34.85,10.63,11.84,68.9,140.27,98.94,36.03,17.0,56.01
1993,47.6,15.68,4.02,82.92,144.36,109.09,37.98,34.19,45.25
1994,50.07,22.45,11.08,75.31,155.43,101.66,49.33,31.96,49.15
1995,50.22,26.89,7.48,88.15,150.59,113.34,40.31,48.59,45.14
1996,46.5,23.06,8.34,79.36,153.19,103.33,49.36,27.18,58.54
1997,34.41,26.92,9.57,71.98,144.06,87.44,44.72,29.94,60.08
1998,50.83,33.11,14.7,101.45,167.41,113.88,44.49,43.44,49.95
1999,49.06,24.07,8.73,77.38,147.9,98.67,44.91,42.29,43.33
2000,41.34,28.8,7.95,84.19,145.77,103.48,52.65,35.97,48.93
2001,42.11,32.48,9.6,85.41,150.25,100.2,48.93,40.06,58.74
2002,51.5,33.91,11.36,97.99,166.89,119.97,50.61,48.55,53.56
2003,47.97,31.16,14.04,76.54,149.39,105.69,51.96,32.03,58.37
2004,47.8,16.83,13.71,80.91,160.5,123.18,40.55,25.03,52.27
2005,58.94,29.86,8.32,95.39,149.25,113.71,45.54,47.64,51.61
2006,50.09,30.5,12.69,81.58,148.77,102.67,50.95,39.93,56.7
2007,47.32,38.39,13.42,98.14,159.4,112.0,54.17,43.55,54.8
2008,44.72,22.44,9.42,76.31,148.78,100.7,46.08,29.36,53.5
2009,42.31,15.69,13.13,79.08,152.92,113.6,43.6,21.97,54.4
2010,59.92,28.04,7.49,100.48,149.31,122.66,50.99,51.72,51.33
2011,58.86,29.38,6.81,91.15,150.17,118.72,51.72,42.09,49.29
2012,57.72,33.3,10.86,88.71,161.51,111.24,54.32,46.07,59.44
2013,56.13,30.84,17.19,89.61,155.44,112.44,54.48,38.92,60.07
2014,45.37,23.71,15.83,82.78,152.54,113.22,48.64,33.88,66.5
2015,54.11,28.05,19.5,94.27,173.29,128.27,51.83,40.68,68.11
2016,58.76,28.28,8.58,104.69,164.34,128.31,49.24,48.51,58.34
2017,49.78,24.55,14.99,87.06,162.4,119.54,49.23,32.63,62.84
2018,70.82,30.6,11.35,119.95,174.24,143.95,55.4,53.56,62.13
2019,52.29,28.3,12.0,101.35,168.14,132.18,47.69,37.67,54.99
2020,62.37,29.61,12.84,90.44,163.18,121.28,50.13,44.3,66.88
2021,63.97,36.34,23.23,104.11,159.44,117.1,54.07,52.15,67.3
2022,54.54,32.46,19.03,90.72,158.36,118.48,56.37,41.12,70.69
2023,54.25,29.81,17.73,83.69,166.14,106.48,49.94,39.42,58.77
2024,59.41,30.58,16.91,98.5,175.99,126.25,54.43,42.04,66.67
