File name,Plain-language description,State/Region,Century,Emissions scenario,Season,Format,Date (file modified),Note
LC_SSP245_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5) — Fall (SON), Precipitation (ArcGIS AIX data file)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,2026-06-29,
LC_SSP245_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Intermediate emissions (SSP2-4.5) — Fall (SON), Precipitation (JPEG preview image)",Contiguous U.S. (CONUS),Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,2026-06-29,
LC_SSP245_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5) — Fall (SON), Precipitation (ArcGIS AIX data file)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,2026-07-07,
LC_SSP245_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5) — Fall (SON), Precipitation (JPEG preview image)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,2026-07-07,
LC_SSP245_HI_SON_Precip_070626.aix,"Hawaii, Late-Century, Intermediate emissions (SSP2-4.5) — Fall (SON), Precipitation (ArcGIS AIX data file)",Hawaii,Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,2026-07-06,
LC_SSP245_HI_SON_Precip_070626.jpg,"Hawaii, Late-Century, Intermediate emissions (SSP2-4.5) — Fall (SON), Precipitation (JPEG preview image)",Hawaii,Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,2026-07-06,
LC_SSP370_AK_SON_Precip_070526.aix,"Alaska, Late-Century, High emissions (SSP3-7.0) — Fall (SON), Precipitation (ArcGIS AIX data file)",Alaska,Late-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,2026-07-06,
LC_SSP370_AK_SON_Precip_070526.jpg,"Alaska, Late-Century, High emissions (SSP3-7.0) — Fall (SON), Precipitation (JPEG preview image)",Alaska,Late-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,2026-07-06,
LC_SSP370_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0) — Fall (SON), Precipitation (ArcGIS AIX data file)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,2026-06-30,
LC_SSP370_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0) — Fall (SON), Precipitation (JPEG preview image)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,2026-06-30,
LC_SSP370_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0) — Fall (SON), Precipitation (ArcGIS AIX data file)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,2026-07-07,
LC_SSP370_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, High emissions (SSP3-7.0) — Fall (SON), Precipitation (JPEG preview image)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,2026-07-07,
LC_SSP370_HI_SON_Precip_070626.aix,"Hawaii, Late-Century, High emissions (SSP3-7.0) — Fall (SON), Precipitation (ArcGIS AIX data file)",Hawaii,Late-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,2026-07-06,
LC_SSP370_HI_SON_Precip_070626.jpg,"Hawaii, Late-Century, High emissions (SSP3-7.0) — Fall (SON), Precipitation (JPEG preview image)",Hawaii,Late-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,2026-07-06,
LC_SSP585_AK_SON_Precip_070526.aix,"Alaska, Late-Century, Very high emissions (SSP5-8.5) — Fall (SON), Precipitation (ArcGIS AIX data file)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,2026-07-06,
LC_SSP585_AK_SON_Precip_070526.jpg,"Alaska, Late-Century, Very high emissions (SSP5-8.5) — Fall (SON), Precipitation (JPEG preview image)",Alaska,Late-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,2026-07-06,
LC_SSP585_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5) — Fall (SON), Precipitation (ArcGIS AIX data file)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,2026-06-30,
LC_SSP585_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, Very high emissions (SSP5-8.5) — Fall (SON), Precipitation (JPEG preview image)",Contiguous U.S. (CONUS),Late-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,2026-06-30,
LC_SSP585_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5) — Fall (SON), Precipitation (ArcGIS AIX data file)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,2026-07-07,
LC_SSP585_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5) — Fall (SON), Precipitation (JPEG preview image)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,2026-07-07,
LC_SSP585_HI_SON_Precip_070626.aix,"Hawaii, Late-Century, Very high emissions (SSP5-8.5) — Fall (SON), Precipitation (ArcGIS AIX data file)",Hawaii,Late-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,2026-07-06,
LC_SSP585_HI_SON_Precip_070626.jpg,"Hawaii, Late-Century, Very high emissions (SSP5-8.5) — Fall (SON), Precipitation (JPEG preview image)",Hawaii,Late-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,2026-07-06,
